Mod:Item:MetaData, Localized Name
props:props:3076, Single Table Beach Wood
props:props:3077, Double Table Beach Wood
props:props:3078, Large Table Beach Wood
props:props:3252, Billiard Table H20
props:props:3253, Statue H2ODeliriousYT
props:props:3254, Patron Doll Jakl
props:props:3255, Patron Doll WerewolfEnthusiast
props:props:3256, Patron Doll AnimationSpirit
props:props:3257, Wall Mounted Bat
props:props:3258, Wall Mounted Hockey Mask
props:props:3259, End Table Beach Wood
props:props:3260, Wrought Iron Table
props:props:3261, Wrought Iron Chair
props:props:3262, WallFountain
props:props:3263, Arabic Window
props:props:3264, Happy Birthday
props:props:3265, Potted Fern
props:props:3266, Potted Nopal White
props:props:3267, Potted Palm White
props:props:3268, Drying Rack
props:props:3269, Paper Towels
props:props:3270, Heart Curtain
props:props:3271, Patron Doll ReeseRiverson
props:props:3272, IronGolem
props:props:3273, Jeweled Chalice
props:props:3274, Poster Burger Shark
props:props:3311, Quixy Lamp Base
props:props:3312, Quixy Lamp Cables
props:props:3313, Quixy Lamp Lights
props:props:3314, Jail Door
props:props:3315, Jail Bars Double
props:props:3316, Jail Bars Single
props:props:3317, Spiral Staircase White
props:props:3318, Spiral Staircase Black
props:props:3319, Wall Sign Honey
props:props:3320, Sign Apothecary
props:props:3321, Sign Carpenter
props:props:3322, Sign Archery
props:props:3323, Sign Baker
props:props:3324, Sign Baker 2
props:props:3325, Sign Bank
props:props:3326, Sign Blacksmith
props:props:3327, Sign Bomb Shop
props:props:3328, Sign Book Shop
props:props:3329, Sign Butcher
props:props:3330, Sign Camping
props:props:3331, Sign Candy Shop
props:props:3332, Sign Farming
props:props:3333, Sign Fishery
props:props:3334, Sign Flower Shop
props:props:3335, Sign General Store
props:props:3336, Sign Inn
props:props:3337, Sign Jail
props:props:3338, Sign Jeweler
props:props:3339, Sign Shoes
props:props:3340, Sign Lumber
props:props:3341, Sign Magic Shop
props:props:3342, Sign Map Shop
props:props:3343, Sign Mine
props:props:3344, Sign Pet Shop
props:props:3345, Sign Produce
props:props:3346, Sign Pub
props:props:3347, Sign Stables
props:props:3348, Sign Tailor
props:props:3349, Sign Toy Shop
props:props:3350, Sign Vineyard
props:props:3351, Sign Swords
props:props:3352, Sign Helm
props:props:3353, Sign Furniture Store
props:props:3354, Sign Music Shop
props:props:3355, Sign Shield
props:props:3356, Spiral Staircase Landing White
props:props:3357, Spiral Staircase Landing Black
props:props:3358, Jail Door Open
props:props:3359, Piano Bench Wood
props:props:3360, Spiral Staircase Glass
props:props:3361, Spiral Staircase Landing Glass
props:props:3362, Patron Doll ViMi
props:props:3363, Patron Doll LunaTheWoffle
props:props:3364, Potted Palm Clay
props:props:3365, Potted Palm Black
props:props:3366, Kajika's Sword
props:props:3367, Potted Nopal Clay
props:props:3368, Potted Nopal Black
props:props:3369, Silvio y Flex
props:props:3370, Patron Doll Silvio
props:props:3371, Patron Doll Flex
props:props:3372, TJ
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
props:tool, Decowand
opencomputers:adapter:0, Adapter
opencomputers:assembler:0, Electronics Assembler
opencomputers:cable:0, Cable
opencomputers:capacitor:0, Capacitor
opencomputers:case1:0, Computer Case (Tier 1)
opencomputers:case3:0, Computer Case (Tier 3)
opencomputers:case2:0, Computer Case (Tier 2)
opencomputers:chameliumblock:0, Block of Chamelium
opencomputers:charger:0, Charger
opencomputers:disassembler:0, Disassembler
opencomputers:diskdrive:0, Disk Drive
opencomputers:geolyzer:0, Geolyzer
opencomputers:hologram1:0, Hologram Projector (Tier 1)
opencomputers:hologram2:0, Hologram Projector (Tier 2)
opencomputers:keyboard:0, Keyboard
opencomputers:motionsensor:0, Motion Sensor
opencomputers:powerconverter:0, Power Converter
opencomputers:powerdistributor:0, Power Distributor
opencomputers:printer:0, 3D Printer
opencomputers:raid:0, Raid
opencomputers:redstone:0, Redstone I/O
opencomputers:relay:0, Relay
opencomputers:screen1:0, Screen (Tier 1)
opencomputers:screen3:0, Screen (Tier 3)
opencomputers:screen2:0, Screen (Tier 2)
opencomputers:rack:0, Rack
opencomputers:waypoint:0, Waypoint
opencomputers:casecreative:0, Computer Case (Creative)
opencomputers:microcontroller:0, Microcontroller
opencomputers:print:0, 3D Print
opencomputers:robotafterimage:0, Robot
opencomputers:robot:0, robot.name
opencomputers:endstone:0, End Stone
opencomputers:netsplitter:0, Net Splitter
opencomputers:transposer:0, Transposer
opencomputers:carpetedcapacitor:0, Carpeted Capacitor
opencomputers:material:1, Grog
opencomputers:material:10, Arithmetic Logic Unit (ALU)
opencomputers:material:15, Arrow Keys
opencomputers:material:14, Button Group
opencomputers:material:5, Card Base
opencomputers:material:28, Chamelium
opencomputers:material:3, Circuit Board
opencomputers:material:11, Control Unit (CU)
opencomputers:material:0, Cutting Wire
opencomputers:material:29, Diamond Chip
opencomputers:material:12, Disk Platter
opencomputers:material:23, Drone Case (Tier 1)
opencomputers:material:24, Drone Case (Tier 2)
opencomputers:material:25, Drone Case (Creative)
opencomputers:material:27, Ink Cartridge
opencomputers:material:26, Ink Cartridge (Empty)
opencomputers:material:13, Interweb
opencomputers:material:7, Microchip (Tier 1)
opencomputers:material:8, Microchip (Tier 2)
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:33, Sticky Piston Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
zollerngalaxy:heartofzol, Zollus Heartium
zollerngalaxy:zolluscrystal, Zolnium Crystal
zollerngalaxy:kriffoncrystal, Kriffon Crystal
zollerngalaxy:purgotcrystal, Purgot Crystal
zollerngalaxy:edencrystal, Eden's Crystal
zollerngalaxy:purgotessence, Oasis Gem
zollerngalaxy:prometheancrystal, Promethean Crystal
zollerngalaxy:plutoniumcrystal, Plutonium Crystal
zollerngalaxy:azurite, Azurite
zollerngalaxy:ascendium, Ascendium
zollerngalaxy:rokkite, Rokkite
zollerngalaxy:perdglowstonedust, Lost Glowdust
zollerngalaxy:perddiamond, Lost Diamond
zollerngalaxy:etrium, Raw Etrium
zollerngalaxy:amber, Amber
zollerngalaxy:topaz, Topaz
zollerngalaxy:opal, Opal
zollerngalaxy:aquamarine, Aquamarine
zollerngalaxy:garnet, Garnet
zollerngalaxy:ruby, Ruby
zollerngalaxy:staticamber, Static Amber
zollerngalaxy:icyaqua, Icy Aquamarine
zollerngalaxy:firegarnet, Fiery Garnet
zollerngalaxy:witherite, Witherite
zollerngalaxy:netheridium, Netheridium
zollerngalaxy:sapphire, Sapphire
zollerngalaxy:stormcrystalgem, Storm Crystal Gem
zollerngalaxy:mudclayball, Mud Clay Ball
zollerngalaxy:brightstonedust, Britestone Dust
zollerngalaxy:shinestonedust, Shinestone Dust
zollerngalaxy:rawviri, Raw Virinium
zollerngalaxy:eveniumdust, Pulverized Evenium
zollerngalaxy:cobaltdust, Pulverized Cobalt
zollerngalaxy:fueltoniumraw, Raw Fuelonite
zollerngalaxy:shiniumdust, Shinium Dust
zollerngalaxy:chargiumdust, Chargium Blend
zollerngalaxy:diamonddust, Pulverized Diamond
zollerngalaxy:emeralddust, Pulverized Emerald
zollerngalaxy:amaranthdust, Amaranth Dust
zollerngalaxy:zollerniumdust, Zollernium Dust
zollerngalaxy:zincdust, Zinc Dust
zollerngalaxy:zucritedust, Zucrite Dust
zollerngalaxy:rhodiumdust, Rhodium Dust
zollerngalaxy:plutoniumdust, Plutonium Dust
zollerngalaxy:enrichmentdust, Enrichment Dust
zollerngalaxy:obsidiandust, Obsidian Dust
zollerngalaxy:raditedust, Radite Dust
zollerngalaxy:zogitedust, Zogite Dust
zollerngalaxy:zograditeblend, Zogradite Blend
zollerngalaxy:vibraniumdust, Vibranium Dust
zollerngalaxy:ingotviri, Virinium Ingot
zollerngalaxy:ingotcobalt, Cobalt Ingot
zollerngalaxy:ingotevenium, Evenium Ingot
zollerngalaxy:shinestoneingot, Shinestone Ingot
zollerngalaxy:shiniumingot, Shinium Ingot
zollerngalaxy:chargiumingot, Chargium Ingot
zollerngalaxy:fueltoniumingot, Fueltonium Ingot
zollerngalaxy:lapisingot, Lapis Ingot
zollerngalaxy:amaranthingot, Amaranth Ingot
zollerngalaxy:ascendantamaranthingot, Ascendant Amaranth Ingot
zollerngalaxy:zollerniumingot, Zollernium Ingot
zollerngalaxy:zincingot, Zinc Ingot
zollerngalaxy:etriumingot, Etrium Ingot
zollerngalaxy:zucriteingot, Zucrite Ingot
zollerngalaxy:rhodiumingot, Rhodium Ingot
zollerngalaxy:radiumingot, Radium Ingot
zollerngalaxy:plutoniumingot, Plutonium Ingot
zollerngalaxy:obsidianingot, Obsidian Ingot
zollerngalaxy:raditeingot, Radite Ingot
zollerngalaxy:zogiteingot, Zogite Ingot
zollerngalaxy:zograditeingot, Zogradite Ingot
zollerngalaxy:vibraniumingot, Vibranium Ingot
zollerngalaxy:hud, Galactic HUD
zollerngalaxy:alienstone, Ancient Eden's Essence
zollerngalaxy:compressedcobalt, Compressed Cobalt
zollerngalaxy:compresseddiamond, Compressed Diamond
zollerngalaxy:compressedemerald, Compressed Emerald
zollerngalaxy:compressedevenium, Compressed Evenium
zollerngalaxy:compressedgold, Compressed Gold
zollerngalaxy:compressedheartium, Compressed Heartium
zollerngalaxy:compressedkriffonium, Compressed Kriffonium
zollerngalaxy:compressedvirinium, Compressed Virinium
zollerngalaxy:compressedvyrex, Compressed Vyrexite
zollerngalaxy:compressedpromethean, Compressed Promethean
zollerngalaxy:compressedsuperchargedcoal, Compressed Super Charged Coal
zollerngalaxy:compressedriven, Compressed Riven
zollerngalaxy:compressedamaranth, Compressed Amaranth
zollerngalaxy:compressedazurite, Compressed Azurite
zollerngalaxy:compressedzollernium, Compressed Zollernium
zollerngalaxy:compressedzucrite, Compressed Zucrite
zollerngalaxy:compressedrhodium, Compressed Rhodium
zollerngalaxy:compressedascendantamaranth, Compressed Ascendant Amaranth
zollerngalaxy:compressedzanium, Compressed Zanium
zollerngalaxy:alienbaconraw, Raw Alien Bacon
zollerngalaxy:alienbaconcooked, Cooked Alien Bacon
zollerngalaxy:alienbeefraw, Raw Alien Beef
zollerngalaxy:alienbeefcooked, Cooked Alien Beef
zollerngalaxy:calamari_raw, Raw Squid
zollerngalaxy:calamari_cooked, Calamari
zollerngalaxy:fruitofeden, Fruit of Eden
zollerngalaxy:perdberry, Lost Berry
zollerngalaxy:perdpeach, Lost Peach
zollerngalaxy:rawblubberfish, Raw Blubber Fish
zollerngalaxy:cookedblubberfish, Cooked Blubber Fish
zollerngalaxy:rawbladefish, Raw Blade Fish
zollerngalaxy:cookedbladefish, Cooked Blade Fish
zollerngalaxy:rawgypsyfish, Raw Gypsy Fish
zollerngalaxy:cookedgypsyfish, Cooked Gypsy Fish
zollerngalaxy:creamball, Cream Ball
zollerngalaxy:rawchocolate, Raw Chocolate
zollerngalaxy:chocolatebar, Chocolate Bar
zollerngalaxy:brownie, Brownie
zollerngalaxy:candyapple, Candy Apple
zollerngalaxy:icecreamsandwich, Ice Cream Sandwich
zollerngalaxy:icecream, Ice Cream
zollerngalaxy:strawberry_chocolate, Chocolate-Covered Strawberry
zollerngalaxy:edendungeonkey, Eden's Treasure Key
zollerngalaxy:shadekey, Shade Key
zollerngalaxy:tlalocdungeonkey, Tlaloc's Dungeon Key
zollerngalaxy:perdreed, Lost Bamboo Plant
zollerngalaxy:shagreen, Shagreen
zollerngalaxy:sharktooth, Shark Tooth
zollerngalaxy:shadowbone, Shadow Bone
zollerngalaxy:shadowessence, Dark Matter Essence
zollerngalaxy:radium, Radium
zollerngalaxy:zanium, Zanium
zollerngalaxy:superchargedcoal, Super Charged Coal
zollerngalaxy:powerstick, Rod of Ascension
zollerngalaxy:lapisstick, Lapis Stick
